0.00000000	-0.00054932
0.00025000	-0.00042725
0.00050000	0.00073242
0.00075000	0.00073242
0.00100000	0.00045776
0.00125000	0.00030518
0.00150000	0.00027466
0.00175000	0.00039673
0.00200000	0.00082397
0.00225000	0.00076294
0.00250000	0.00030518
0.00275000	-0.00054932
0.00300000	-0.00094604
0.00325000	-0.00109863
0.00350000	-0.00115967
0.00375000	-0.00161743
0.00400000	-0.00186157
0.00425000	-0.00180054
0.00450000	-0.00222778
0.00475000	-0.00234985
0.00500000	-0.00241089
0.00525000	-0.00296021
0.00550000	-0.00326538
0.00575000	-0.00302124
0.00600000	-0.00244141
0.00625000	-0.00155640
0.00650000	-0.00048828
0.00675000	0.00082397
0.00700000	0.00149536
0.00725000	0.00210571
0.00750000	0.00231934
0.00775000	0.00173950
0.00800000	0.00225830
0.00825000	0.00320435
0.00850000	0.00396729
0.00875000	0.00463867
0.00900000	0.00531006
0.00925000	0.00485229
0.00950000	0.00344849
0.00975000	0.00259399
0.01000000	0.00207520
0.01025000	0.00155640
0.01050000	0.00131226
0.01075000	0.00085449
0.01100000	0.00039673
0.01125000	0.00009155
0.01150000	-0.00073242
0.01175000	-0.00109863
0.01200000	-0.00161743
0.01225000	-0.00183105
0.01250000	-0.00283813
0.01275000	-0.00344849
0.01300000	-0.00418091
0.01325000	-0.00576782
0.01350000	-0.00579834
0.01375000	-0.00549316
0.01400000	-0.00537109
0.01425000	-0.00369263
0.01450000	-0.00277710
0.01475000	-0.00216675
0.01500000	-0.00103760
0.01525000	0.00045776
0.01550000	0.00164795
0.01575000	0.00195312
0.01600000	0.00238037
0.01625000	0.00277710
0.01650000	0.00320435
0.01675000	0.00308228
0.01700000	0.00384521
0.01725000	0.00378418
0.01750000	0.00387573
0.01775000	0.00479126
0.01800000	0.00421143
0.01825000	0.00338745
0.01850000	0.00335693
0.01875000	0.00274658
0.01900000	0.00225830
0.01925000	0.00234985
0.01950000	0.00177002
0.01975000	0.00094604
0.02000000	0.00057983
0.02025000	-0.00039673
0.02050000	-0.00152588
0.02075000	-0.00210571
0.02100000	-0.00213623
0.02125000	-0.00183105
0.02150000	-0.00189209
0.02175000	-0.00192261
0.02200000	-0.00158691
0.02225000	-0.00234985
0.02250000	-0.00286865
0.02275000	-0.00262451
0.02300000	-0.00283813
0.02325000	-0.00210571
0.02350000	-0.00161743
0.02375000	-0.00164795
0.02400000	-0.00170898
0.02425000	-0.00161743
0.02450000	-0.00073242
0.02475000	-0.00018311
0.02500000	0.00085449
0.02525000	0.00158691
0.02550000	0.00158691
0.02575000	0.00134277
0.02600000	0.00131226
0.02625000	0.00164795
0.02650000	0.00164795
0.02675000	0.00204468
0.02700000	0.00271606
